x_shape,w_shape,bias,stride,padding,dilation,transposed,out_shape
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 1920, 7, 7])","torch.Size([192, 1920, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 1968, 7, 7])","torch.Size([192, 1968, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 2016, 7, 7])","torch.Size([192, 2016, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 2064, 7, 7])","torch.Size([192, 2064, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 2112, 7, 7])","torch.Size([192, 2112, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 2160, 7, 7])","torch.Size([192, 2160, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([48, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([2, 3, 299, 299])","torch.Size([32, 3, 3, 3])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([2, 32, 149, 149])"
"torch.Size([2, 32, 149, 149])","torch.Size([32, 32, 3, 3])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 32, 147, 147])"
"torch.Size([2, 32, 147, 147])","torch.Size([64, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 64, 147, 147])"
"torch.Size([2, 64, 73, 73])","torch.Size([80, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 80, 73, 73])"
"torch.Size([2, 80, 73, 73])","torch.Size([192, 80, 3, 3])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 71, 71])"
"torch.Size([2, 192, 35, 35])","torch.Size([64, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 192, 35, 35])","torch.Size([48, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 48, 35, 35])"
"torch.Size([2, 48, 35, 35])","torch.Size([64, 48, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 192, 35, 35])","torch.Size([64, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 64, 35, 35])","torch.Size([96, 64, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 96, 35, 35])","torch.Size([96, 96, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 192, 35, 35])","torch.Size([32, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 32, 35, 35])"
"torch.Size([2, 256, 35, 35])","torch.Size([64, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 256, 35, 35])","torch.Size([48, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 48, 35, 35])"
"torch.Size([2, 48, 35, 35])","torch.Size([64, 48, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 256, 35, 35])","torch.Size([64, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 64, 35, 35])","torch.Size([96, 64, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 96, 35, 35])","torch.Size([96, 96, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 256, 35, 35])","torch.Size([64, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 288, 35, 35])","torch.Size([64, 288, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 288, 35, 35])","torch.Size([48, 288, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 48, 35, 35])"
"torch.Size([2, 48, 35, 35])","torch.Size([64, 48, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 288, 35, 35])","torch.Size([64, 288, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 64, 35, 35])","torch.Size([96, 64, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 96, 35, 35])","torch.Size([96, 96, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 288, 35, 35])","torch.Size([64, 288, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 288, 35, 35])","torch.Size([384, 288, 3, 3])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([2, 384, 17, 17])"
"torch.Size([2, 288, 35, 35])","torch.Size([64, 288, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 64, 35, 35])"
"torch.Size([2, 64, 35, 35])","torch.Size([96, 64, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 96, 35, 35])"
"torch.Size([2, 96, 35, 35])","torch.Size([96, 96, 3, 3])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([2, 96, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([128, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 128, 17, 17])"
"torch.Size([2, 128, 17, 17])","torch.Size([128, 128, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 128, 17, 17])"
"torch.Size([2, 128, 17, 17])","torch.Size([192, 128, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([128, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 128, 17, 17])"
"torch.Size([2, 128, 17, 17])","torch.Size([128, 128, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 128, 17, 17])"
"torch.Size([2, 128, 17, 17])","torch.Size([128, 128, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 128, 17, 17])"
"torch.Size([2, 128, 17, 17])","torch.Size([128, 128, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 128, 17, 17])"
"torch.Size([2, 128, 17, 17])","torch.Size([192, 128, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([160, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([192, 160, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([160, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([192, 160, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([160, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([192, 160, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([160, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([160, 160, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 160, 17, 17])"
"torch.Size([2, 160, 17, 17])","torch.Size([192, 160, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 768, 5, 5])","torch.Size([128, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 128, 5, 5])"
"torch.Size([2, 128, 5, 5])","torch.Size([768, 128, 5, 5])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 768, 1, 1])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([320, 192, 3, 3])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([2, 320, 8, 8])"
"torch.Size([2, 768, 17, 17])","torch.Size([192, 768, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 1, 7])",,"[1, 1]","[0, 3]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 7, 1])",,"[1, 1]","[3, 0]","[1, 1]",False,"torch.Size([2, 192, 17, 17])"
"torch.Size([2, 192, 17, 17])","torch.Size([192, 192, 3, 3])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 8, 8])"
"torch.Size([2, 1280, 8, 8])","torch.Size([320, 1280, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 320, 8, 8])"
"torch.Size([2, 1280, 8, 8])","torch.Size([384, 1280, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 1, 3])",,"[1, 1]","[0, 1]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 3, 1])",,"[1, 1]","[1, 0]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 1280, 8, 8])","torch.Size([448, 1280, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 448, 8, 8])"
"torch.Size([2, 448, 8, 8])","torch.Size([384, 448, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 1, 3])",,"[1, 1]","[0, 1]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 3, 1])",,"[1, 1]","[1, 0]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 1280, 8, 8])","torch.Size([192, 1280, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 8, 8])"
"torch.Size([2, 2048, 8, 8])","torch.Size([320, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 320, 8, 8])"
"torch.Size([2, 2048, 8, 8])","torch.Size([384, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 1, 3])",,"[1, 1]","[0, 1]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 3, 1])",,"[1, 1]","[1, 0]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 2048, 8, 8])","torch.Size([448, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 448, 8, 8])"
"torch.Size([2, 448, 8, 8])","torch.Size([384, 448, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 1, 3])",,"[1, 1]","[0, 1]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 384, 8, 8])","torch.Size([384, 384, 3, 1])",,"[1, 1]","[1, 0]","[1, 1]",False,"torch.Size([2, 384, 8, 8])"
"torch.Size([2, 2048, 8, 8])","torch.Size([192, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([2, 192, 8, 8])"
"torch.Size([1, 3, 224, 224])","torch.Size([64, 3, 7, 7])",,"[2, 2]","[3, 3]","[1, 1]",False,"torch.Size([1, 64, 112, 112])"
"torch.Size([1, 64, 56, 56])","torch.Size([64, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 56, 56])"
"torch.Size([1, 64, 56, 56])","torch.Size([192, 64, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 192, 56, 56])"
"torch.Size([1, 192, 28, 28])","torch.Size([64, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([96, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 28, 28])"
"torch.Size([1, 96, 28, 28])","torch.Size([128, 96, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([16, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 16, 28, 28])"
"torch.Size([1, 16, 28, 28])","torch.Size([32, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 32, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([32, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([128, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([128, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 28, 28])"
"torch.Size([1, 128, 28, 28])","torch.Size([192, 128, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 192, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([32, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 28, 28])"
"torch.Size([1, 32, 28, 28])","torch.Size([96, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 96, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([64, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 28, 28])"
"torch.Size([1, 480, 14, 14])","torch.Size([192, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([96, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 14, 14])"
"torch.Size([1, 96, 14, 14])","torch.Size([208, 96, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 208, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([16, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 16, 14, 14])"
"torch.Size([1, 16, 14, 14])","torch.Size([48, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([64, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 512, 4, 4])","torch.Size([128, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 4, 4])"
"torch.Size([1, 512, 14, 14])","torch.Size([160, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 160, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([112, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 112, 14, 14])"
"torch.Size([1, 112, 14, 14])","torch.Size([224, 112, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 224, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([24, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 14, 14])"
"torch.Size([1, 24, 14, 14])","torch.Size([64, 24, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([64, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([128, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([128, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 14, 14])"
"torch.Size([1, 128, 14, 14])","torch.Size([256, 128, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([24, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 14, 14])"
"torch.Size([1, 24, 14, 14])","torch.Size([64, 24, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([64, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([112, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 112, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([144, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 144, 14, 14])"
"torch.Size([1, 144, 14, 14])","torch.Size([288, 144, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 288, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([32, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 14, 14])"
"torch.Size([1, 32, 14, 14])","torch.Size([64, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([64, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 528, 4, 4])","torch.Size([128, 528, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 4, 4])"
"torch.Size([1, 528, 14, 14])","torch.Size([256, 528, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 14, 14])"
"torch.Size([1, 528, 14, 14])","torch.Size([160, 528, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 160, 14, 14])"
"torch.Size([1, 160, 14, 14])","torch.Size([320, 160, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 320, 14, 14])"
"torch.Size([1, 528, 14, 14])","torch.Size([32, 528, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 14, 14])"
"torch.Size([1, 32, 14, 14])","torch.Size([128, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 14, 14])"
"torch.Size([1, 528, 14, 14])","torch.Size([128, 528, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 14, 14])"
"torch.Size([1, 832, 7, 7])","torch.Size([256, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([160, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 160, 7, 7])"
"torch.Size([1, 160, 7, 7])","torch.Size([320, 160, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 320, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([32, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 7, 7])"
"torch.Size([1, 32, 7, 7])","torch.Size([128, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([128, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([384, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 384, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([192, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([384, 192, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 384, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([48, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 48, 7, 7])"
"torch.Size([1, 48, 7, 7])","torch.Size([128, 48, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 7, 7])"
"torch.Size([1, 832, 7, 7])","torch.Size([128, 832, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 7, 7])"
"torch.Size([1, 3, 224, 224])","torch.Size([24, 3, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 24, 112, 112])"
"torch.Size([1, 24, 56, 56])","torch.Size([24, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 24, 28, 28])"
