Inputs,in_size,out_size,Bias
8,72200,3,False
8,72200,4,False
8,72200,5,False
8,72200,6,False
8,72200,7,False
8,72200,8,False
8,72200,9,False
8,72200,10,False
8,72200,20,False
8,72200,30,False
8,72200,40,False
8,72200,50,False
8,72200,60,False
8,72200,70,False
8,72200,80,False
8,72200,90,False
8,72200,100,False
8,72200,200,False
8,72200,300,False
8,72200,400,False
8,72200,500,False
8,72200,600,False
8,72200,700,False
8,72200,800,False
8,72200,900,False
8,72200,1000,False
8,72300,1,False
8,72300,2,False
8,72300,3,False
8,72300,4,False
8,72300,5,False
8,72300,6,False
8,72300,7,False
8,72300,8,False
8,72300,9,False
8,72300,10,False
8,72300,20,False
8,72300,30,False
8,72300,40,False
8,72300,50,False
8,72300,60,False
8,72300,70,False
8,72300,80,False
8,72300,90,False
8,72300,100,False
8,72300,200,False
8,72300,300,False
8,72300,400,False
8,72300,500,False
8,72300,600,False
8,72300,700,False
8,72300,800,False
8,72300,900,False
8,72300,1000,False
8,72400,1,False
8,72400,2,False
8,72400,3,False
8,72400,4,False
8,72400,5,False
8,72400,6,False
8,72400,7,False
8,72400,8,False
8,72400,9,False
8,72400,10,False
8,72400,20,False
8,72400,30,False
8,72400,40,False
8,72400,50,False
8,72400,60,False
8,72400,70,False
8,72400,80,False
8,72400,90,False
8,72400,100,False
8,72400,200,False
8,72400,300,False
8,72400,400,False
8,72400,500,False
8,72400,600,False
8,72400,700,False
8,72400,800,False
8,72400,900,False
8,72400,1000,False
8,72500,1,False
8,72500,2,False
8,72500,3,False
8,72500,4,False
8,72500,5,False
8,72500,6,False
8,72500,7,False
8,72500,8,False
8,72500,9,False
8,72500,10,False
8,72500,20,False
8,72500,30,False
8,72500,40,False
8,72500,50,False
8,72500,60,False
8,72500,70,False
8,72500,80,False
8,72500,90,False
8,72500,100,False
8,72500,200,False
8,72500,300,False
8,72500,400,False
8,72500,500,False
8,72500,600,False
8,72500,700,False
8,72500,800,False
8,72500,900,False
8,72500,1000,False
8,72600,1,False
8,72600,2,False
8,72600,3,False
8,72600,4,False
8,72600,5,False
8,72600,6,False
8,72600,7,False
8,72600,8,False
8,72600,9,False
8,72600,10,False
8,72600,20,False
8,72600,30,False
8,72600,40,False
8,72600,50,False
8,72600,60,False
8,72600,70,False
8,72600,80,False
8,72600,90,False
8,72600,100,False
8,72600,200,False
8,72600,300,False
8,72600,400,False
8,72600,500,False
8,72600,600,False
8,72600,700,False
8,72600,800,False
8,72600,900,False
8,72600,1000,False
8,72700,1,False
8,72700,2,False
8,72700,3,False
8,72700,4,False
8,72700,5,False
8,72700,6,False
8,72700,7,False
8,72700,8,False
8,72700,9,False
8,72700,10,False
8,72700,20,False
8,72700,30,False
8,72700,40,False
8,72700,50,False
8,72700,60,False
8,72700,70,False
8,72700,80,False
8,72700,90,False
8,72700,100,False
8,72700,200,False
8,72700,300,False
8,72700,400,False
8,72700,500,False
8,72700,600,False
8,72700,700,False
8,72700,800,False
8,72700,900,False
8,72700,1000,False
8,72800,1,False
8,72800,2,False
8,72800,3,False
8,72800,4,False
8,72800,5,False
8,72800,6,False
8,72800,7,False
8,72800,8,False
8,72800,9,False
8,72800,10,False
8,72800,20,False
8,72800,30,False
8,72800,40,False
8,72800,50,False
8,72800,60,False
8,72800,70,False
8,72800,80,False
8,72800,90,False
8,72800,100,False
8,72800,200,False
8,72800,300,False
8,72800,400,False
8,72800,500,False
8,72800,600,False
8,72800,700,False
8,72800,800,False
8,72800,900,False
8,72800,1000,False
8,72900,1,False
8,72900,2,False
8,72900,3,False
8,72900,4,False
8,72900,5,False
8,72900,6,False
8,72900,7,False
8,72900,8,False
8,72900,9,False
8,72900,10,False
8,72900,20,False
8,72900,30,False
8,72900,40,False
8,72900,50,False
8,72900,60,False
8,72900,70,False
8,72900,80,False
8,72900,90,False
8,72900,100,False
8,72900,200,False
8,72900,300,False
8,72900,400,False
8,72900,500,False
8,72900,600,False
8,72900,700,False
8,72900,800,False
8,72900,900,False
8,72900,1000,False
8,73000,1,False
8,73000,2,False
8,73000,3,False
8,73000,4,False
8,73000,5,False
8,73000,6,False
8,73000,7,False
8,73000,8,False
8,73000,9,False
8,73000,10,False
8,73000,20,False
8,73000,30,False
8,73000,40,False
8,73000,50,False
8,73000,60,False
8,73000,70,False
8,73000,80,False
8,73000,90,False
8,73000,100,False
8,73000,200,False
8,73000,300,False
8,73000,400,False
8,73000,500,False
8,73000,600,False
8,73000,700,False
8,73000,800,False
8,73000,900,False
8,73000,1000,False
8,73100,1,False
8,73100,2,False
8,73100,3,False
8,73100,4,False
8,73100,5,False
8,73100,6,False
8,73100,7,False
8,73100,8,False
8,73100,9,False
8,73100,10,False
8,73100,20,False
8,73100,30,False
8,73100,40,False
8,73100,50,False
8,73100,60,False
8,73100,70,False
8,73100,80,False
8,73100,90,False
8,73100,100,False
8,73100,200,False
8,73100,300,False
8,73100,400,False
8,73100,500,False
8,73100,600,False
8,73100,700,False
8,73100,800,False
8,73100,900,False
8,73100,1000,False
8,73200,1,False
8,73200,2,False
8,73200,3,False
8,73200,4,False
8,73200,5,False
8,73200,6,False
8,73200,7,False
8,73200,8,False
8,73200,9,False
8,73200,10,False
8,73200,20,False
8,73200,30,False
8,73200,40,False
8,73200,50,False
8,73200,60,False
8,73200,70,False
8,73200,80,False
8,73200,90,False
8,73200,100,False
8,73200,200,False
8,73200,300,False
8,73200,400,False
8,73200,500,False
8,73200,600,False
8,73200,700,False
8,73200,800,False
8,73200,900,False
8,73200,1000,False
8,73300,1,False
8,73300,2,False
8,73300,3,False
8,73300,4,False
8,73300,5,False
8,73300,6,False
8,73300,7,False
8,73300,8,False
8,73300,9,False
8,73300,10,False
8,73300,20,False
8,73300,30,False
8,73300,40,False
8,73300,50,False
8,73300,60,False
8,73300,70,False
8,73300,80,False
8,73300,90,False
8,73300,100,False
8,73300,200,False
8,73300,300,False
8,73300,400,False
8,73300,500,False
8,73300,600,False
8,73300,700,False
8,73300,800,False
8,73300,900,False
8,73300,1000,False
8,73400,1,False
8,73400,2,False
8,73400,3,False
8,73400,4,False
8,73400,5,False
8,73400,6,False
8,73400,7,False
8,73400,8,False
8,73400,9,False
8,73400,10,False
8,73400,20,False
8,73400,30,False
8,73400,40,False
8,73400,50,False
8,73400,60,False
8,73400,70,False
8,73400,80,False
8,73400,90,False
8,73400,100,False
8,73400,200,False
8,73400,300,False
8,73400,400,False
8,73400,500,False
8,73400,600,False
8,73400,700,False
8,73400,800,False
8,73400,900,False
8,73400,1000,False
8,73500,1,False
8,73500,2,False
8,73500,3,False
8,73500,4,False
8,73500,5,False
8,73500,6,False
8,73500,7,False
8,73500,8,False
8,73500,9,False
8,73500,10,False
8,73500,20,False
8,73500,30,False
8,73500,40,False
8,73500,50,False
8,73500,60,False
8,73500,70,False
8,73500,80,False
8,73500,90,False
8,73500,100,False
8,73500,200,False
8,73500,300,False
8,73500,400,False
8,73500,500,False
8,73500,600,False
8,73500,700,False
8,73500,800,False
8,73500,900,False
8,73500,1000,False
8,73600,1,False
8,73600,2,False
8,73600,3,False
8,73600,4,False
8,73600,5,False
8,73600,6,False
8,73600,7,False
8,73600,8,False
8,73600,9,False
8,73600,10,False
8,73600,20,False
8,73600,30,False
8,73600,40,False
8,73600,50,False
8,73600,60,False
8,73600,70,False
8,73600,80,False
8,73600,90,False
8,73600,100,False
8,73600,200,False
8,73600,300,False
8,73600,400,False
8,73600,500,False
8,73600,600,False
8,73600,700,False
8,73600,800,False
8,73600,900,False
8,73600,1000,False
8,73700,1,False
8,73700,2,False
8,73700,3,False
8,73700,4,False
8,73700,5,False
8,73700,6,False
8,73700,7,False
8,73700,8,False
8,73700,9,False
8,73700,10,False
8,73700,20,False
8,73700,30,False
8,73700,40,False
8,73700,50,False
8,73700,60,False
8,73700,70,False
8,73700,80,False
8,73700,90,False
8,73700,100,False
8,73700,200,False
8,73700,300,False
8,73700,400,False
8,73700,500,False
8,73700,600,False
8,73700,700,False
8,73700,800,False
8,73700,900,False
8,73700,1000,False
8,73800,1,False
8,73800,2,False
8,73800,3,False
8,73800,4,False
8,73800,5,False
8,73800,6,False
8,73800,7,False
8,73800,8,False
8,73800,9,False
8,73800,10,False
8,73800,20,False
8,73800,30,False
8,73800,40,False
8,73800,50,False
8,73800,60,False
8,73800,70,False
8,73800,80,False
8,73800,90,False
8,73800,100,False
8,73800,200,False
8,73800,300,False
8,73800,400,False
8,73800,500,False
8,73800,600,False
8,73800,700,False
8,73800,800,False
8,73800,900,False
8,73800,1000,False
8,73900,1,False
8,73900,2,False
8,73900,3,False
8,73900,4,False
8,73900,5,False
8,73900,6,False
8,73900,7,False
8,73900,8,False
8,73900,9,False
8,73900,10,False
8,73900,20,False
8,73900,30,False
8,73900,40,False
8,73900,50,False
8,73900,60,False
8,73900,70,False
8,73900,80,False
8,73900,90,False
8,73900,100,False
8,73900,200,False
8,73900,300,False
8,73900,400,False
8,73900,500,False
8,73900,600,False
8,73900,700,False
8,73900,800,False
8,73900,900,False
8,73900,1000,False
8,74000,1,False
8,74000,2,False
8,74000,3,False
8,74000,4,False
8,74000,5,False
8,74000,6,False
8,74000,7,False
8,74000,8,False
8,74000,9,False
8,74000,10,False
8,74000,20,False
8,74000,30,False
8,74000,40,False
8,74000,50,False
8,74000,60,False
8,74000,70,False
8,74000,80,False
8,74000,90,False
8,74000,100,False
8,74000,200,False
8,74000,300,False
8,74000,400,False
8,74000,500,False
8,74000,600,False
8,74000,700,False
8,74000,800,False
8,74000,900,False
8,74000,1000,False
8,74100,1,False
8,74100,2,False
8,74100,3,False
8,74100,4,False
8,74100,5,False
8,74100,6,False
8,74100,7,False
8,74100,8,False
8,74100,9,False
8,74100,10,False
8,74100,20,False
8,74100,30,False
8,74100,40,False
8,74100,50,False
8,74100,60,False
8,74100,70,False
8,74100,80,False
8,74100,90,False
8,74100,100,False
8,74100,200,False
8,74100,300,False
8,74100,400,False
8,74100,500,False
8,74100,600,False
8,74100,700,False
8,74100,800,False
8,74100,900,False
8,74100,1000,False
8,74200,1,False
8,74200,2,False
8,74200,3,False
8,74200,4,False
8,74200,5,False
8,74200,6,False
8,74200,7,False
8,74200,8,False
8,74200,9,False
8,74200,10,False
8,74200,20,False
8,74200,30,False
8,74200,40,False
8,74200,50,False
8,74200,60,False
8,74200,70,False
8,74200,80,False
8,74200,90,False
8,74200,100,False
8,74200,200,False
8,74200,300,False
8,74200,400,False
8,74200,500,False
8,74200,600,False
8,74200,700,False
8,74200,800,False
8,74200,900,False
8,74200,1000,False
8,74300,1,False
8,74300,2,False
8,74300,3,False
8,74300,4,False
8,74300,5,False
8,74300,6,False
8,74300,7,False
8,74300,8,False
8,74300,9,False
8,74300,10,False
8,74300,20,False
8,74300,30,False
8,74300,40,False
8,74300,50,False
8,74300,60,False
8,74300,70,False
8,74300,80,False
8,74300,90,False
8,74300,100,False
8,74300,200,False
8,74300,300,False
8,74300,400,False
8,74300,500,False
8,74300,600,False
8,74300,700,False
8,74300,800,False
8,74300,900,False
8,74300,1000,False
8,74400,1,False
8,74400,2,False
8,74400,3,False
8,74400,4,False
8,74400,5,False
8,74400,6,False
8,74400,7,False
8,74400,8,False
8,74400,9,False
8,74400,10,False
8,74400,20,False
8,74400,30,False
8,74400,40,False
8,74400,50,False
8,74400,60,False
8,74400,70,False
8,74400,80,False
8,74400,90,False
8,74400,100,False
8,74400,200,False
8,74400,300,False
8,74400,400,False
8,74400,500,False
8,74400,600,False
8,74400,700,False
8,74400,800,False
8,74400,900,False
8,74400,1000,False
8,74500,1,False
8,74500,2,False
8,74500,3,False
8,74500,4,False
8,74500,5,False
8,74500,6,False
8,74500,7,False
8,74500,8,False
8,74500,9,False
8,74500,10,False
8,74500,20,False
8,74500,30,False
8,74500,40,False
8,74500,50,False
8,74500,60,False
8,74500,70,False
8,74500,80,False
8,74500,90,False
8,74500,100,False
8,74500,200,False
8,74500,300,False
8,74500,400,False
8,74500,500,False
8,74500,600,False
8,74500,700,False
8,74500,800,False
8,74500,900,False
8,74500,1000,False
8,74600,1,False
8,74600,2,False
8,74600,3,False
8,74600,4,False
8,74600,5,False
8,74600,6,False
8,74600,7,False
8,74600,8,False
8,74600,9,False
8,74600,10,False
8,74600,20,False
8,74600,30,False
8,74600,40,False
8,74600,50,False
8,74600,60,False
8,74600,70,False
8,74600,80,False
8,74600,90,False
8,74600,100,False
8,74600,200,False
8,74600,300,False
8,74600,400,False
8,74600,500,False
8,74600,600,False
8,74600,700,False
8,74600,800,False
8,74600,900,False
8,74600,1000,False
8,74700,1,False
8,74700,2,False
8,74700,3,False
8,74700,4,False
8,74700,5,False
8,74700,6,False
8,74700,7,False
8,74700,8,False
8,74700,9,False
8,74700,10,False
8,74700,20,False
8,74700,30,False
8,74700,40,False
8,74700,50,False
8,74700,60,False
8,74700,70,False
8,74700,80,False
8,74700,90,False
8,74700,100,False
8,74700,200,False
8,74700,300,False
8,74700,400,False
8,74700,500,False
8,74700,600,False
8,74700,700,False
8,74700,800,False
8,74700,900,False
8,74700,1000,False
8,74800,1,False
8,74800,2,False
8,74800,3,False
8,74800,4,False
8,74800,5,False
8,74800,6,False
8,74800,7,False
8,74800,8,False
8,74800,9,False
8,74800,10,False
8,74800,20,False
8,74800,30,False
8,74800,40,False
8,74800,50,False
8,74800,60,False
8,74800,70,False
8,74800,80,False
8,74800,90,False
8,74800,100,False
8,74800,200,False
8,74800,300,False
8,74800,400,False
8,74800,500,False
8,74800,600,False
8,74800,700,False
8,74800,800,False
8,74800,900,False
8,74800,1000,False
8,74900,1,False
8,74900,2,False
8,74900,3,False
8,74900,4,False
8,74900,5,False
8,74900,6,False
8,74900,7,False
8,74900,8,False
8,74900,9,False
8,74900,10,False
8,74900,20,False
8,74900,30,False
8,74900,40,False
8,74900,50,False
8,74900,60,False
8,74900,70,False
8,74900,80,False
8,74900,90,False
8,74900,100,False
8,74900,200,False
8,74900,300,False
8,74900,400,False
8,74900,500,False
8,74900,600,False
8,74900,700,False
8,74900,800,False
8,74900,900,False
8,74900,1000,False
8,75000,1,False
8,75000,2,False
8,75000,3,False
8,75000,4,False
8,75000,5,False
8,75000,6,False
8,75000,7,False
8,75000,8,False
8,75000,9,False
8,75000,10,False
8,75000,20,False
8,75000,30,False
8,75000,40,False
8,75000,50,False
8,75000,60,False
8,75000,70,False
8,75000,80,False
8,75000,90,False
8,75000,100,False
8,75000,200,False
8,75000,300,False
8,75000,400,False
8,75000,500,False
8,75000,600,False
8,75000,700,False
8,75000,800,False
8,75000,900,False
8,75000,1000,False
8,75100,1,False
8,75100,2,False
8,75100,3,False
8,75100,4,False
8,75100,5,False
8,75100,6,False
8,75100,7,False
8,75100,8,False
8,75100,9,False
8,75100,10,False
8,75100,20,False
8,75100,30,False
8,75100,40,False
8,75100,50,False
8,75100,60,False
8,75100,70,False
8,75100,80,False
8,75100,90,False
8,75100,100,False
8,75100,200,False
8,75100,300,False
8,75100,400,False
8,75100,500,False
8,75100,600,False
8,75100,700,False
8,75100,800,False
8,75100,900,False
8,75100,1000,False
8,75200,1,False
8,75200,2,False
8,75200,3,False
8,75200,4,False
8,75200,5,False
8,75200,6,False
8,75200,7,False
8,75200,8,False
8,75200,9,False
8,75200,10,False
8,75200,20,False
8,75200,30,False
8,75200,40,False
8,75200,50,False
8,75200,60,False
8,75200,70,False
8,75200,80,False
8,75200,90,False
8,75200,100,False
8,75200,200,False
8,75200,300,False
8,75200,400,False
8,75200,500,False
8,75200,600,False
8,75200,700,False
8,75200,800,False
8,75200,900,False
8,75200,1000,False
8,75300,1,False
8,75300,2,False
8,75300,3,False
8,75300,4,False
8,75300,5,False
8,75300,6,False
8,75300,7,False
8,75300,8,False
8,75300,9,False
8,75300,10,False
8,75300,20,False
8,75300,30,False
8,75300,40,False
8,75300,50,False
8,75300,60,False
8,75300,70,False
8,75300,80,False
8,75300,90,False
8,75300,100,False
8,75300,200,False
8,75300,300,False
8,75300,400,False
8,75300,500,False
8,75300,600,False
8,75300,700,False
8,75300,800,False
8,75300,900,False
8,75300,1000,False
8,75400,1,False
8,75400,2,False
8,75400,3,False
8,75400,4,False
8,75400,5,False
8,75400,6,False
8,75400,7,False
8,75400,8,False
8,75400,9,False
8,75400,10,False
8,75400,20,False
8,75400,30,False
8,75400,40,False
8,75400,50,False
8,75400,60,False
8,75400,70,False
8,75400,80,False
8,75400,90,False
8,75400,100,False
8,75400,200,False
8,75400,300,False
8,75400,400,False
8,75400,500,False
8,75400,600,False
8,75400,700,False
8,75400,800,False
8,75400,900,False
8,75400,1000,False
8,75500,1,False
8,75500,2,False
8,75500,3,False
8,75500,4,False
8,75500,5,False
8,75500,6,False
8,75500,7,False
8,75500,8,False
8,75500,9,False
8,75500,10,False
8,75500,20,False
8,75500,30,False
8,75500,40,False
8,75500,50,False
8,75500,60,False
8,75500,70,False
8,75500,80,False
8,75500,90,False
8,75500,100,False
8,75500,200,False
8,75500,300,False
8,75500,400,False
8,75500,500,False
8,75500,600,False
8,75500,700,False
8,75500,800,False
8,75500,900,False
8,75500,1000,False
8,75600,1,False
8,75600,2,False
8,75600,3,False
8,75600,4,False
8,75600,5,False
8,75600,6,False
8,75600,7,False
8,75600,8,False
8,75600,9,False
8,75600,10,False
8,75600,20,False
8,75600,30,False
8,75600,40,False
8,75600,50,False
8,75600,60,False
8,75600,70,False
8,75600,80,False
8,75600,90,False
8,75600,100,False
8,75600,200,False
8,75600,300,False
8,75600,400,False
8,75600,500,False
8,75600,600,False
8,75600,700,False
8,75600,800,False
8,75600,900,False
8,75600,1000,False
8,75700,1,False
8,75700,2,False
8,75700,3,False
8,75700,4,False
8,75700,5,False
8,75700,6,False
8,75700,7,False
8,75700,8,False
8,75700,9,False
8,75700,10,False
8,75700,20,False
8,75700,30,False
8,75700,40,False
8,75700,50,False
8,75700,60,False
8,75700,70,False
8,75700,80,False
8,75700,90,False
8,75700,100,False
8,75700,200,False
8,75700,300,False
8,75700,400,False
8,75700,500,False
8,75700,600,False
8,75700,700,False
8,75700,800,False
8,75700,900,False
8,75700,1000,False
8,75800,1,False
8,75800,2,False
8,75800,3,False
8,75800,4,False
8,75800,5,False
8,75800,6,False
8,75800,7,False
8,75800,8,False
8,75800,9,False
8,75800,10,False
8,75800,20,False
8,75800,30,False
8,75800,40,False
8,75800,50,False
8,75800,60,False
8,75800,70,False
8,75800,80,False
8,75800,90,False
8,75800,100,False
8,75800,200,False
8,75800,300,False
8,75800,400,False
8,75800,500,False
8,75800,600,False
8,75800,700,False
8,75800,800,False
8,75800,900,False
8,75800,1000,False
8,75900,1,False
8,75900,2,False
8,75900,3,False
8,75900,4,False
8,75900,5,False
8,75900,6,False
8,75900,7,False
8,75900,8,False
8,75900,9,False
8,75900,10,False
8,75900,20,False
8,75900,30,False
8,75900,40,False
8,75900,50,False
8,75900,60,False
8,75900,70,False
8,75900,80,False
8,75900,90,False
8,75900,100,False
8,75900,200,False
8,75900,300,False
8,75900,400,False
8,75900,500,False
8,75900,600,False
8,75900,700,False
8,75900,800,False
8,75900,900,False
8,75900,1000,False
8,76000,1,False
8,76000,2,False
8,76000,3,False
8,76000,4,False
8,76000,5,False
8,76000,6,False
8,76000,7,False
8,76000,8,False
8,76000,9,False
8,76000,10,False
8,76000,20,False
8,76000,30,False
8,76000,40,False
8,76000,50,False
8,76000,60,False
8,76000,70,False
8,76000,80,False
8,76000,90,False
8,76000,100,False
8,76000,200,False
8,76000,300,False
8,76000,400,False
8,76000,500,False
8,76000,600,False
8,76000,700,False
8,76000,800,False
8,76000,900,False
8,76000,1000,False
8,76100,1,False
8,76100,2,False
8,76100,3,False
8,76100,4,False
8,76100,5,False
8,76100,6,False
8,76100,7,False
8,76100,8,False
8,76100,9,False
8,76100,10,False
8,76100,20,False
8,76100,30,False
8,76100,40,False
8,76100,50,False
8,76100,60,False
8,76100,70,False
8,76100,80,False
8,76100,90,False
8,76100,100,False
8,76100,200,False
8,76100,300,False
8,76100,400,False
8,76100,500,False
8,76100,600,False
8,76100,700,False
8,76100,800,False
8,76100,900,False
8,76100,1000,False
8,76200,1,False
8,76200,2,False
8,76200,3,False
8,76200,4,False
8,76200,5,False
8,76200,6,False
8,76200,7,False
8,76200,8,False
8,76200,9,False
8,76200,10,False
8,76200,20,False
8,76200,30,False
8,76200,40,False
8,76200,50,False
8,76200,60,False
8,76200,70,False
8,76200,80,False
8,76200,90,False
8,76200,100,False
8,76200,200,False
8,76200,300,False
8,76200,400,False
8,76200,500,False
8,76200,600,False
8,76200,700,False
8,76200,800,False
8,76200,900,False
8,76200,1000,False
8,76300,1,False
8,76300,2,False
8,76300,3,False
8,76300,4,False
8,76300,5,False
8,76300,6,False
8,76300,7,False
8,76300,8,False
8,76300,9,False
8,76300,10,False
8,76300,20,False
8,76300,30,False
8,76300,40,False
8,76300,50,False
8,76300,60,False
8,76300,70,False
8,76300,80,False
8,76300,90,False
8,76300,100,False
8,76300,200,False
8,76300,300,False
8,76300,400,False
8,76300,500,False
8,76300,600,False
8,76300,700,False
8,76300,800,False
8,76300,900,False
8,76300,1000,False
8,76400,1,False
8,76400,2,False
8,76400,3,False
8,76400,4,False
8,76400,5,False
8,76400,6,False
8,76400,7,False
8,76400,8,False
8,76400,9,False
8,76400,10,False
8,76400,20,False
8,76400,30,False
8,76400,40,False
8,76400,50,False
8,76400,60,False
8,76400,70,False
8,76400,80,False
8,76400,90,False
8,76400,100,False
8,76400,200,False
8,76400,300,False
8,76400,400,False
8,76400,500,False
8,76400,600,False
8,76400,700,False
8,76400,800,False
8,76400,900,False
8,76400,1000,False
8,76500,1,False
8,76500,2,False
8,76500,3,False
8,76500,4,False
8,76500,5,False
8,76500,6,False
8,76500,7,False
8,76500,8,False
8,76500,9,False
8,76500,10,False
8,76500,20,False
8,76500,30,False
8,76500,40,False
8,76500,50,False
8,76500,60,False
8,76500,70,False
8,76500,80,False
8,76500,90,False
8,76500,100,False
8,76500,200,False
8,76500,300,False
8,76500,400,False
8,76500,500,False
8,76500,600,False
8,76500,700,False
8,76500,800,False
8,76500,900,False
8,76500,1000,False
8,76600,1,False
8,76600,2,False
8,76600,3,False
8,76600,4,False
8,76600,5,False
8,76600,6,False
8,76600,7,False
8,76600,8,False
8,76600,9,False
8,76600,10,False
8,76600,20,False
8,76600,30,False
8,76600,40,False
8,76600,50,False
8,76600,60,False
8,76600,70,False
8,76600,80,False
8,76600,90,False
8,76600,100,False
8,76600,200,False
8,76600,300,False
8,76600,400,False
8,76600,500,False
8,76600,600,False
8,76600,700,False
8,76600,800,False
8,76600,900,False
8,76600,1000,False
8,76700,1,False
8,76700,2,False
8,76700,3,False
8,76700,4,False
8,76700,5,False
8,76700,6,False
8,76700,7,False
8,76700,8,False
8,76700,9,False
8,76700,10,False
8,76700,20,False
8,76700,30,False
8,76700,40,False
8,76700,50,False
8,76700,60,False
8,76700,70,False
8,76700,80,False
8,76700,90,False
8,76700,100,False
8,76700,200,False
8,76700,300,False
8,76700,400,False
8,76700,500,False
8,76700,600,False
8,76700,700,False
8,76700,800,False
8,76700,900,False
8,76700,1000,False
8,76800,1,False
8,76800,2,False
8,76800,3,False
8,76800,4,False
8,76800,5,False
8,76800,6,False
8,76800,7,False
8,76800,8,False
8,76800,9,False
8,76800,10,False
8,76800,20,False
8,76800,30,False
8,76800,40,False
8,76800,50,False
8,76800,60,False
8,76800,70,False
8,76800,80,False
8,76800,90,False
8,76800,100,False
8,76800,200,False
8,76800,300,False
8,76800,400,False
8,76800,500,False
8,76800,600,False
8,76800,700,False
8,76800,800,False
8,76800,900,False
8,76800,1000,False
8,76900,1,False
8,76900,2,False
8,76900,3,False
8,76900,4,False
8,76900,5,False
8,76900,6,False
8,76900,7,False
8,76900,8,False
8,76900,9,False
8,76900,10,False
8,76900,20,False
8,76900,30,False
8,76900,40,False
8,76900,50,False
8,76900,60,False
8,76900,70,False
8,76900,80,False
8,76900,90,False
8,76900,100,False
8,76900,200,False
8,76900,300,False
8,76900,400,False
8,76900,500,False
8,76900,600,False
8,76900,700,False
8,76900,800,False
8,76900,900,False
8,76900,1000,False
8,77000,1,False
8,77000,2,False
8,77000,3,False
8,77000,4,False
8,77000,5,False
8,77000,6,False
8,77000,7,False
8,77000,8,False
8,77000,9,False
8,77000,10,False
8,77000,20,False
8,77000,30,False
8,77000,40,False
8,77000,50,False
8,77000,60,False
8,77000,70,False
8,77000,80,False
8,77000,90,False
8,77000,100,False
8,77000,200,False
8,77000,300,False
8,77000,400,False
8,77000,500,False
8,77000,600,False
8,77000,700,False
8,77000,800,False
8,77000,900,False
8,77000,1000,False
8,77100,1,False
8,77100,2,False
8,77100,3,False
8,77100,4,False
8,77100,5,False
8,77100,6,False
8,77100,7,False
8,77100,8,False
8,77100,9,False
8,77100,10,False
8,77100,20,False
8,77100,30,False
8,77100,40,False
8,77100,50,False
8,77100,60,False
8,77100,70,False
8,77100,80,False
8,77100,90,False
8,77100,100,False
8,77100,200,False
8,77100,300,False
8,77100,400,False
8,77100,500,False
8,77100,600,False
8,77100,700,False
8,77100,800,False
8,77100,900,False
8,77100,1000,False
8,77200,1,False
8,77200,2,False
8,77200,3,False
8,77200,4,False
8,77200,5,False
8,77200,6,False
8,77200,7,False
8,77200,8,False
8,77200,9,False
8,77200,10,False
8,77200,20,False
8,77200,30,False
8,77200,40,False
8,77200,50,False
8,77200,60,False
8,77200,70,False
8,77200,80,False
8,77200,90,False
8,77200,100,False
8,77200,200,False
8,77200,300,False
8,77200,400,False
8,77200,500,False
8,77200,600,False
8,77200,700,False
8,77200,800,False
8,77200,900,False
8,77200,1000,False
8,77300,1,False
8,77300,2,False
8,77300,3,False
8,77300,4,False
8,77300,5,False
8,77300,6,False
8,77300,7,False
8,77300,8,False
8,77300,9,False
8,77300,10,False
8,77300,20,False
8,77300,30,False
8,77300,40,False
8,77300,50,False
8,77300,60,False
8,77300,70,False
8,77300,80,False
8,77300,90,False
8,77300,100,False
8,77300,200,False
8,77300,300,False
8,77300,400,False
8,77300,500,False
8,77300,600,False
8,77300,700,False
8,77300,800,False
8,77300,900,False
8,77300,1000,False
8,77400,1,False
8,77400,2,False
8,77400,3,False
8,77400,4,False
8,77400,5,False
8,77400,6,False
8,77400,7,False
8,77400,8,False
8,77400,9,False
8,77400,10,False
8,77400,20,False
8,77400,30,False
8,77400,40,False
8,77400,50,False
8,77400,60,False
8,77400,70,False
8,77400,80,False
8,77400,90,False
8,77400,100,False
8,77400,200,False
8,77400,300,False
8,77400,400,False
8,77400,500,False
8,77400,600,False
8,77400,700,False
8,77400,800,False
8,77400,900,False
8,77400,1000,False
8,77500,1,False
8,77500,2,False
8,77500,3,False
8,77500,4,False
8,77500,5,False
8,77500,6,False
8,77500,7,False
8,77500,8,False
8,77500,9,False
8,77500,10,False
8,77500,20,False
8,77500,30,False
8,77500,40,False
8,77500,50,False
8,77500,60,False
8,77500,70,False
8,77500,80,False
8,77500,90,False
8,77500,100,False
8,77500,200,False
8,77500,300,False
8,77500,400,False
8,77500,500,False
8,77500,600,False
8,77500,700,False
8,77500,800,False
8,77500,900,False
8,77500,1000,False
8,77600,1,False
8,77600,2,False
8,77600,3,False
8,77600,4,False
8,77600,5,False
8,77600,6,False
8,77600,7,False
8,77600,8,False
8,77600,9,False
8,77600,10,False
8,77600,20,False
8,77600,30,False
8,77600,40,False
8,77600,50,False
8,77600,60,False
8,77600,70,False
8,77600,80,False
8,77600,90,False
8,77600,100,False
8,77600,200,False
8,77600,300,False
8,77600,400,False
8,77600,500,False
8,77600,600,False
8,77600,700,False
8,77600,800,False
8,77600,900,False
8,77600,1000,False
8,77700,1,False
8,77700,2,False
8,77700,3,False
8,77700,4,False
8,77700,5,False
8,77700,6,False
8,77700,7,False
8,77700,8,False
8,77700,9,False
